,funding_cycle,county_name,visit_type,item,variable,variable_detail,frequency_count,percent,date_closed,location,:@computed_region_43an_4dx5,:@computed_region_9yqb_tdyd,:@computed_region_assa_msit,:@computed_region_8ire_itmf,:@computed_region_5edz_4hdv
127,2014-2019,Albany,Initial visits,Respondent demographics,High school diploma or equivalent,Unknown,35,2.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
128,2014-2019,Albany,Initial visits,Respondent demographics,High school diploma or equivalent,Yes,949,73.5,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
129,2014-2019,Albany,Initial visits,Respondent demographics,Hispanic ethnicity,No,1042,80.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
130,2014-2019,Albany,Initial visits,Respondent demographics,Hispanic ethnicity,Unknown,99,7.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
131,2014-2019,Albany,Initial visits,Respondent demographics,Hispanic ethnicity,Yes,151,11.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
132,2014-2019,Albany,Initial visits,Respondent demographics,Race: Asian,Asian,9,0.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
133,2014-2019,Albany,Initial visits,Respondent demographics,Race: Black,Black/African American,882,68.3,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
134,2014-2019,Albany,Initial visits,Respondent demographics,Race: Native American,Native American,22,1.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
135,2014-2019,Albany,Initial visits,Respondent demographics,Race: Other not specified,Other not specified,133,10.3,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
136,2014-2019,Albany,Initial visits,Respondent demographics,Race: Unknown,Unknown,25,1.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
137,2014-2019,Albany,Initial visits,Respondent demographics,Race: White,White,247,19.1,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
138,2014-2019,Albany,Initial visits,Respondent demographics,Receives public assistance,No,388,30.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
139,2014-2019,Albany,Initial visits,Respondent demographics,Receives public assistance,Unknown,25,1.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
140,2014-2019,Albany,Initial visits,Respondent demographics,Receives public assistance,Yes,879,68.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
141,2014-2019,Albany,Revisits,Housing condition,Chemical smell indoors,Improved,1,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
142,2014-2019,Albany,Revisits,Housing condition,Chemical smell indoors,No,196,84.1,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
143,2014-2019,Albany,Revisits,Housing condition,Chemical smell indoors,Unknown,34,14.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
144,2014-2019,Albany,Revisits,Housing condition,Chemical smell indoors,Yes,2,0.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
145,2014-2019,Albany,Revisits,Housing condition,"Cockroaches, evidence or reported",Improved,4,1.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
146,2014-2019,Albany,Revisits,Housing condition,"Cockroaches, evidence or reported",No,186,79.8,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
147,2014-2019,Albany,Revisits,Housing condition,"Cockroaches, evidence or reported",Unknown,27,11.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
148,2014-2019,Albany,Revisits,Housing condition,"Cockroaches, evidence or reported",Yes,16,6.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
149,2014-2019,Albany,Revisits,Housing condition,Deteriorated paint inside,Improved,1,0.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
150,2014-2019,Albany,Revisits,Housing condition,Deteriorated paint inside,No,130,85.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
151,2014-2019,Albany,Revisits,Housing condition,Deteriorated paint inside,Not applicable,80,,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
152,2014-2019,Albany,Revisits,Housing condition,Deteriorated paint inside,Unknown,14,9.2,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
153,2014-2019,Albany,Revisits,Housing condition,Deteriorated paint inside,Yes,8,5.2,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
154,2014-2019,Albany,Revisits,Housing condition,Deteriorated paint outside,No,121,79.1,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
155,2014-2019,Albany,Revisits,Housing condition,Deteriorated paint outside,Not applicable,80,,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
156,2014-2019,Albany,Revisits,Housing condition,Deteriorated paint outside,Unknown,15,9.8,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
157,2014-2019,Albany,Revisits,Housing condition,Deteriorated paint outside,Yes,17,11.1,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
158,2014-2019,Albany,Revisits,Housing condition,Effective housecleaning,Improved,3,1.3,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
159,2014-2019,Albany,Revisits,Housing condition,Effective housecleaning,No,21,9.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
160,2014-2019,Albany,Revisits,Housing condition,Effective housecleaning,Unknown,26,11.2,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
161,2014-2019,Albany,Revisits,Housing condition,Effective housecleaning,Yes,183,78.5,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
162,2014-2019,Albany,Revisits,Housing condition,Electrical hazards,Improved,2,0.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
163,2014-2019,Albany,Revisits,Housing condition,Electrical hazards,No,193,82.8,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
164,2014-2019,Albany,Revisits,Housing condition,Electrical hazards,Unknown,35,15.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
165,2014-2019,Albany,Revisits,Housing condition,Electrical hazards,Yes,3,1.3,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
166,2014-2019,Albany,Revisits,Housing condition,Every room has ventilation,Improved,1,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
167,2014-2019,Albany,Revisits,Housing condition,Every room has ventilation,No,14,6.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
168,2014-2019,Albany,Revisits,Housing condition,Every room has ventilation,Unknown,34,14.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
169,2014-2019,Albany,Revisits,Housing condition,Every room has ventilation,Yes,184,79.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
170,2014-2019,Albany,Revisits,Housing condition,Exits function properly,No,4,1.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
171,2014-2019,Albany,Revisits,Housing condition,Exits function properly,Unknown,33,14.2,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
172,2014-2019,Albany,Revisits,Housing condition,Exits function properly,Yes,196,84.1,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
173,2014-2019,Albany,Revisits,Housing condition,Food/harborage for cockroaches,No,195,83.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
174,2014-2019,Albany,Revisits,Housing condition,Food/harborage for cockroaches,Unknown,28,12.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
175,2014-2019,Albany,Revisits,Housing condition,Food/harborage for cockroaches,Yes,10,4.3,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
176,2014-2019,Albany,Revisits,Housing condition,Functional fire extinguisher,Improved,1,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
177,2014-2019,Albany,Revisits,Housing condition,Functional fire extinguisher,No,13,5.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
178,2014-2019,Albany,Revisits,Housing condition,Functional fire extinguisher,Unknown,29,12.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
179,2014-2019,Albany,Revisits,Housing condition,Functional fire extinguisher,Yes,190,81.5,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
180,2014-2019,Albany,Revisits,Housing condition,Functional smoke detector on every floor,Improved,1,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
181,2014-2019,Albany,Revisits,Housing condition,Functional smoke detector on every floor,No,6,2.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
182,2014-2019,Albany,Revisits,Housing condition,Functional smoke detector on every floor,Unknown,30,12.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
183,2014-2019,Albany,Revisits,Housing condition,Functional smoke detector on every floor,Yes,196,84.1,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
184,2014-2019,Albany,Revisits,Housing condition,Functional smoke detectors in common areas,Improved,4,1.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
185,2014-2019,Albany,Revisits,Housing condition,Functional smoke detectors in common areas,No,11,4.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
186,2014-2019,Albany,Revisits,Housing condition,Functional smoke detectors in common areas,Unknown,33,14.2,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
187,2014-2019,Albany,Revisits,Housing condition,Functional smoke detectors in common areas,Yes,185,79.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
188,2014-2019,Albany,Revisits,Housing condition,Furnace filter dirty or missing,No,166,71.2,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
189,2014-2019,Albany,Revisits,Housing condition,Furnace filter dirty or missing,Unknown,65,27.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
190,2014-2019,Albany,Revisits,Housing condition,Furnace filter dirty or missing,Yes,2,0.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
191,2014-2019,Albany,Revisits,Housing condition,Humidifier or vaporizer used,No,156,67.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
192,2014-2019,Albany,Revisits,Housing condition,Humidifier or vaporizer used,Unknown,38,16.3,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
193,2014-2019,Albany,Revisits,Housing condition,Humidifier or vaporizer used,Yes,39,16.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
194,2014-2019,Albany,Revisits,Housing condition,Improperly stored flammables,No,192,82.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
195,2014-2019,Albany,Revisits,Housing condition,Improperly stored flammables,Unknown,41,17.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
196,2014-2019,Albany,Revisits,Housing condition,Improperly stored garbage inside,Improved,2,0.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
197,2014-2019,Albany,Revisits,Housing condition,Improperly stored garbage inside,No,193,82.8,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
198,2014-2019,Albany,Revisits,Housing condition,Improperly stored garbage inside,Unknown,30,12.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
199,2014-2019,Albany,Revisits,Housing condition,Improperly stored garbage inside,Yes,8,3.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
200,2014-2019,Albany,Revisits,Housing condition,Improperly stored garbage near building,Improved,1,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
201,2014-2019,Albany,Revisits,Housing condition,Improperly stored garbage near building,No,195,83.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
202,2014-2019,Albany,Revisits,Housing condition,Improperly stored garbage near building,Unknown,26,11.2,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
203,2014-2019,Albany,Revisits,Housing condition,Improperly stored garbage near building,Yes,11,4.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
204,2014-2019,Albany,Revisits,Housing condition,Malfunctioning appliance that could cause indoor a,No,193,82.8,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
205,2014-2019,Albany,Revisits,Housing condition,Malfunctioning appliance that could cause indoor a,Unknown,34,14.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
206,2014-2019,Albany,Revisits,Housing condition,Malfunctioning appliance that could cause indoor a,Yes,6,2.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
207,2014-2019,Albany,Revisits,Housing condition,"Mice, evidence or reported",Improved,18,7.7,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
208,2014-2019,Albany,Revisits,Housing condition,"Mice, evidence or reported",No,164,70.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
209,2014-2019,Albany,Revisits,Housing condition,"Mice, evidence or reported",Unknown,24,10.3,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
210,2014-2019,Albany,Revisits,Housing condition,"Mice, evidence or reported",Yes,27,11.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
211,2014-2019,Albany,Revisits,Housing condition,"Mold or mildew, observed or smell",Improved,3,1.3,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
212,2014-2019,Albany,Revisits,Housing condition,"Mold or mildew, observed or smell",No,189,81.1,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
213,2014-2019,Albany,Revisits,Housing condition,"Mold or mildew, observed or smell",Unknown,36,15.5,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
214,2014-2019,Albany,Revisits,Housing condition,"Mold or mildew, observed or smell",Yes,5,2.1,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
215,2014-2019,Albany,Revisits,Housing condition,Plumbing leaks,Improved,2,0.9,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
216,2014-2019,Albany,Revisits,Housing condition,Plumbing leaks,No,193,82.8,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
217,2014-2019,Albany,Revisits,Housing condition,Plumbing leaks,Unknown,35,15.0,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
218,2014-2019,Albany,Revisits,Housing condition,Plumbing leaks,Yes,3,1.3,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
219,2014-2019,Albany,Revisits,Housing condition,"Rats, evidence or reported",Improved,1,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
220,2014-2019,Albany,Revisits,Housing condition,"Rats, evidence or reported",No,204,87.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
221,2014-2019,Albany,Revisits,Housing condition,"Rats, evidence or reported",Unknown,27,11.6,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
222,2014-2019,Albany,Revisits,Housing condition,"Rats, evidence or reported",Yes,1,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
223,2014-2019,Albany,Revisits,Housing condition,Residents practice exit drills,Improved,1,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.678066', 'longitude': '-73.814233'}",40.0,2030.0,34.0,1.0,573.0
