,funding_cycle,county_name,visit_type,item,variable,variable_detail,frequency_count,percent,date_closed,location,:@computed_region_43an_4dx5,:@computed_region_9yqb_tdyd,:@computed_region_assa_msit,:@computed_region_8ire_itmf,:@computed_region_5edz_4hdv
545,2014-2019,All counties,Revisits,Housing condition,Wall-to-wall carpeting or large rugs,Yes,3565,57.8,2017-10-27T00:00:00.000,,,,,,
546,2014-2019,All counties,Revisits,Housing condition,Working carbon monoxide detector,Improved,533,8.6,2017-10-27T00:00:00.000,,,,,,
547,2014-2019,All counties,Revisits,Housing condition,Working carbon monoxide detector,No,337,5.5,2017-10-27T00:00:00.000,,,,,,
548,2014-2019,All counties,Revisits,Housing condition,Working carbon monoxide detector,Unknown,240,3.9,2017-10-27T00:00:00.000,,,,,,
549,2014-2019,All counties,Revisits,Housing condition,Working carbon monoxide detector,Yes,5062,82.0,2017-10-27T00:00:00.000,,,,,,
550,2014-2019,Broome,Initial visits,Housing condition,Chemical smell indoors,No,1008,98.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
551,2014-2019,Broome,Initial visits,Housing condition,Chemical smell indoors,Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
552,2014-2019,Broome,Initial visits,Housing condition,Chemical smell indoors,Yes,11,1.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
553,2014-2019,Broome,Initial visits,Housing condition,"Cockroaches, evidence or reported",No,699,68.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
554,2014-2019,Broome,Initial visits,Housing condition,"Cockroaches, evidence or reported",Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
555,2014-2019,Broome,Initial visits,Housing condition,"Cockroaches, evidence or reported",Yes,319,31.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
556,2014-2019,Broome,Initial visits,Housing condition,Deteriorated paint inside,No,367,39.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
557,2014-2019,Broome,Initial visits,Housing condition,Deteriorated paint inside,Not applicable,82,,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
558,2014-2019,Broome,Initial visits,Housing condition,Deteriorated paint inside,Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
559,2014-2019,Broome,Initial visits,Housing condition,Deteriorated paint inside,Yes,570,60.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
560,2014-2019,Broome,Initial visits,Housing condition,Deteriorated paint outside,No,244,26.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
561,2014-2019,Broome,Initial visits,Housing condition,Deteriorated paint outside,Not applicable,82,,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
562,2014-2019,Broome,Initial visits,Housing condition,Deteriorated paint outside,Yes,694,74.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
563,2014-2019,Broome,Initial visits,Housing condition,Effective housecleaning,No,289,28.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
564,2014-2019,Broome,Initial visits,Housing condition,Effective housecleaning,Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
565,2014-2019,Broome,Initial visits,Housing condition,Effective housecleaning,Yes,729,71.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
566,2014-2019,Broome,Initial visits,Housing condition,Electrical hazards,No,564,55.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
567,2014-2019,Broome,Initial visits,Housing condition,Electrical hazards,Unknown,12,1.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
568,2014-2019,Broome,Initial visits,Housing condition,Electrical hazards,Yes,444,43.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
569,2014-2019,Broome,Initial visits,Housing condition,Every room has ventilation,No,187,18.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
570,2014-2019,Broome,Initial visits,Housing condition,Every room has ventilation,Unknown,4,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
571,2014-2019,Broome,Initial visits,Housing condition,Every room has ventilation,Yes,829,81.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
572,2014-2019,Broome,Initial visits,Housing condition,Exits function properly,No,105,10.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
573,2014-2019,Broome,Initial visits,Housing condition,Exits function properly,Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
574,2014-2019,Broome,Initial visits,Housing condition,Exits function properly,Yes,913,89.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
575,2014-2019,Broome,Initial visits,Housing condition,Food/harborage for cockroaches,No,703,68.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
576,2014-2019,Broome,Initial visits,Housing condition,Food/harborage for cockroaches,Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
577,2014-2019,Broome,Initial visits,Housing condition,Food/harborage for cockroaches,Yes,316,31.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
578,2014-2019,Broome,Initial visits,Housing condition,Functional fire extinguisher,No,905,88.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
579,2014-2019,Broome,Initial visits,Housing condition,Functional fire extinguisher,Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
580,2014-2019,Broome,Initial visits,Housing condition,Functional fire extinguisher,Yes,114,11.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
581,2014-2019,Broome,Initial visits,Housing condition,Functional smoke detector on every floor,No,389,38.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
582,2014-2019,Broome,Initial visits,Housing condition,Functional smoke detector on every floor,Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
583,2014-2019,Broome,Initial visits,Housing condition,Functional smoke detector on every floor,Yes,630,61.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
584,2014-2019,Broome,Initial visits,Housing condition,Functional smoke detectors in common areas,No,279,27.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
585,2014-2019,Broome,Initial visits,Housing condition,Functional smoke detectors in common areas,Unknown,487,47.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
586,2014-2019,Broome,Initial visits,Housing condition,Functional smoke detectors in common areas,Yes,254,24.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
587,2014-2019,Broome,Initial visits,Housing condition,Furnace filter dirty or missing,No,493,48.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
588,2014-2019,Broome,Initial visits,Housing condition,Furnace filter dirty or missing,Unknown,450,44.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
589,2014-2019,Broome,Initial visits,Housing condition,Furnace filter dirty or missing,Yes,77,7.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
590,2014-2019,Broome,Initial visits,Housing condition,Humidifier or vaporizer used,No,911,89.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
591,2014-2019,Broome,Initial visits,Housing condition,Humidifier or vaporizer used,Unknown,8,0.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
592,2014-2019,Broome,Initial visits,Housing condition,Humidifier or vaporizer used,Yes,101,9.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
593,2014-2019,Broome,Initial visits,Housing condition,Improperly stored flammables,No,1008,98.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
594,2014-2019,Broome,Initial visits,Housing condition,Improperly stored flammables,Unknown,3,0.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
595,2014-2019,Broome,Initial visits,Housing condition,Improperly stored flammables,Yes,9,0.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
596,2014-2019,Broome,Initial visits,Housing condition,Improperly stored garbage inside,No,748,73.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
597,2014-2019,Broome,Initial visits,Housing condition,Improperly stored garbage inside,Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
598,2014-2019,Broome,Initial visits,Housing condition,Improperly stored garbage inside,Yes,270,26.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
599,2014-2019,Broome,Initial visits,Housing condition,Improperly stored garbage near building,No,828,81.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
600,2014-2019,Broome,Initial visits,Housing condition,Improperly stored garbage near building,Unknown,3,0.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
601,2014-2019,Broome,Initial visits,Housing condition,Improperly stored garbage near building,Yes,189,18.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
602,2014-2019,Broome,Initial visits,Housing condition,Malfunctioning appliance that could cause indoor a,No,775,76.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
603,2014-2019,Broome,Initial visits,Housing condition,Malfunctioning appliance that could cause indoor a,Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
604,2014-2019,Broome,Initial visits,Housing condition,Malfunctioning appliance that could cause indoor a,Yes,244,23.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
605,2014-2019,Broome,Initial visits,Housing condition,"Mice, evidence or reported",No,839,82.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
606,2014-2019,Broome,Initial visits,Housing condition,"Mice, evidence or reported",Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
607,2014-2019,Broome,Initial visits,Housing condition,"Mice, evidence or reported",Yes,180,17.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
608,2014-2019,Broome,Initial visits,Housing condition,"Mold or mildew, observed or smell",No,644,63.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
609,2014-2019,Broome,Initial visits,Housing condition,"Mold or mildew, observed or smell",Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
610,2014-2019,Broome,Initial visits,Housing condition,"Mold or mildew, observed or smell",Yes,374,36.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
611,2014-2019,Broome,Initial visits,Housing condition,Plumbing leaks,No,829,81.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
612,2014-2019,Broome,Initial visits,Housing condition,Plumbing leaks,Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
613,2014-2019,Broome,Initial visits,Housing condition,Plumbing leaks,Yes,189,18.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
614,2014-2019,Broome,Initial visits,Housing condition,"Rats, evidence or reported",No,1018,99.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
615,2014-2019,Broome,Initial visits,Housing condition,"Rats, evidence or reported",Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
616,2014-2019,Broome,Initial visits,Housing condition,"Rats, evidence or reported",Yes,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
617,2014-2019,Broome,Initial visits,Housing condition,Residents practice exit drills,No,612,60.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
618,2014-2019,Broome,Initial visits,Housing condition,Residents practice exit drills,Unknown,7,0.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
619,2014-2019,Broome,Initial visits,Housing condition,Residents practice exit drills,Yes,401,39.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
620,2014-2019,Broome,Initial visits,Housing condition,Roofing or structural leaks,No,845,82.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
621,2014-2019,Broome,Initial visits,Housing condition,Roofing or structural leaks,Unknown,5,0.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
622,2014-2019,Broome,Initial visits,Housing condition,Roofing or structural leaks,Yes,170,16.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
623,2014-2019,Broome,Initial visits,Housing condition,Significant clutter,No,701,68.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
624,2014-2019,Broome,Initial visits,Housing condition,Significant clutter,Unknown,4,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
625,2014-2019,Broome,Initial visits,Housing condition,Significant clutter,Yes,315,30.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
626,2014-2019,Broome,Initial visits,Housing condition,Significant dust accumulation,No,774,75.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
627,2014-2019,Broome,Initial visits,Housing condition,Significant dust accumulation,Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
628,2014-2019,Broome,Initial visits,Housing condition,Significant dust accumulation,Yes,245,24.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
629,2014-2019,Broome,Initial visits,Housing condition,Smell of scented products,No,986,96.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
630,2014-2019,Broome,Initial visits,Housing condition,Smell of scented products,Yes,34,3.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
631,2014-2019,Broome,Initial visits,Housing condition,Smoke detectors audible from sleeping spaces,No,457,44.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
632,2014-2019,Broome,Initial visits,Housing condition,Smoke detectors audible from sleeping spaces,Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
633,2014-2019,Broome,Initial visits,Housing condition,Smoke detectors audible from sleeping spaces,Yes,561,55.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
634,2014-2019,Broome,Initial visits,Housing condition,Smoker in home,No,453,44.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
635,2014-2019,Broome,Initial visits,Housing condition,Smoker in home,Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
636,2014-2019,Broome,Initial visits,Housing condition,Smoker in home,Yes,565,55.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
637,2014-2019,Broome,Initial visits,Housing condition,Smoking allowed in home,No,247,43.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
638,2014-2019,Broome,Initial visits,Housing condition,Smoking allowed in home,Not applicable,455,,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
639,2014-2019,Broome,Initial visits,Housing condition,Smoking allowed in home,Yes,318,56.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
640,2014-2019,Broome,Initial visits,Housing condition,Smoking limited to certain rooms,No,371,65.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
641,2014-2019,Broome,Initial visits,Housing condition,Smoking limited to certain rooms,Not applicable,455,,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
642,2014-2019,Broome,Initial visits,Housing condition,Smoking limited to certain rooms,Unknown,27,4.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
643,2014-2019,Broome,Initial visits,Housing condition,Smoking limited to certain rooms,Yes,167,29.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
644,2014-2019,Broome,Initial visits,Housing condition,"Walls, ceilings, stairs in good repair",No,417,40.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
645,2014-2019,Broome,Initial visits,Housing condition,"Walls, ceilings, stairs in good repair",Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
646,2014-2019,Broome,Initial visits,Housing condition,"Walls, ceilings, stairs in good repair",Yes,602,59.0,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
647,2014-2019,Broome,Initial visits,Housing condition,Wall-to-wall carpeting or large rugs,No,518,50.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
648,2014-2019,Broome,Initial visits,Housing condition,Wall-to-wall carpeting or large rugs,Unknown,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
649,2014-2019,Broome,Initial visits,Housing condition,Wall-to-wall carpeting or large rugs,Yes,501,49.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
650,2014-2019,Broome,Initial visits,Housing condition,Working carbon monoxide detector,No,438,42.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
651,2014-2019,Broome,Initial visits,Housing condition,Working carbon monoxide detector,Unknown,2,0.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
652,2014-2019,Broome,Initial visits,Housing condition,Working carbon monoxide detector,Yes,580,56.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
653,2014-2019,Broome,Initial visits,Housing information,Age of building,1950-1978,329,32.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
654,2014-2019,Broome,Initial visits,Housing information,Age of building,Post-1978,46,4.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
655,2014-2019,Broome,Initial visits,Housing information,Age of building,Pre-1950,609,59.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
656,2014-2019,Broome,Initial visits,Housing information,Age of building,Unknown,36,3.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
657,2014-2019,Broome,Initial visits,Housing information,Owner occupied,No,1,0.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
658,2014-2019,Broome,Initial visits,Housing information,Owner occupied,Unknown,2,1.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
659,2014-2019,Broome,Initial visits,Housing information,Owner occupied,Yes,151,98.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
660,2014-2019,Broome,Initial visits,Housing information,Rental assistance,No/Unknown,443,51.2,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
661,2014-2019,Broome,Initial visits,Housing information,Rental assistance,Yes,422,48.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
662,2014-2019,Broome,Initial visits,Housing information,Renter/owner,Own,154,15.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
663,2014-2019,Broome,Initial visits,Housing information,Renter/owner,"Rent, private",740,72.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
664,2014-2019,Broome,Initial visits,Housing information,Renter/owner,"Rent, public",125,12.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
665,2014-2019,Broome,Initial visits,Housing information,Renter/owner,,1,0.1,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
666,2014-2019,Broome,Initial visits,Housing information,Units in building,1 unit,232,22.7,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
667,2014-2019,Broome,Initial visits,Housing information,Units in building,2 units,263,25.8,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
668,2014-2019,Broome,Initial visits,Housing information,Units in building,3 units,66,6.5,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
669,2014-2019,Broome,Initial visits,Housing information,Units in building,4 units,91,8.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
670,2014-2019,Broome,Initial visits,Housing information,Units in building,>5 units,325,31.9,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
671,2014-2019,Broome,Initial visits,Housing information,Units in building,5 units,37,3.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
672,2014-2019,Broome,Initial visits,Housing information,Units in building,Unknown,6,0.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
673,2014-2019,Broome,Initial visits,Respondent demographics,High school diploma or equivalent,No,289,28.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
674,2014-2019,Broome,Initial visits,Respondent demographics,High school diploma or equivalent,Unknown,4,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
675,2014-2019,Broome,Initial visits,Respondent demographics,High school diploma or equivalent,Yes,727,71.3,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
676,2014-2019,Broome,Initial visits,Respondent demographics,Hispanic ethnicity,No,894,87.6,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
677,2014-2019,Broome,Initial visits,Respondent demographics,Hispanic ethnicity,Unknown,4,0.4,2017-10-27T00:00:00.000,"{'latitude': '42.122015', 'longitude': '-75.933191'}",479.0,2033.0,45.0,,346.0
